,title,address,unit_type,price,bedrooms,bathrooms,apartment_lat,apartment_lon,hydro_included,heat_included,water_included,laundry_included,backyard_included,parking_included,gym_included,sqft,furnished,air_conditioning,walk_score,transit_score,bike_score,img_1,"img_2""",img_3
19,"
                            Leslieville/Beaches renovated, modern,bright 2 bed w/ large deck
                        ","238 Highfield Rd, Toronto, ON M4L 2V5, Canada",Apartment,1995.0,2,1,43.6720554,-79.32526639999999,0.0,0.0,1.0,1.0,1.0,0,0.0,800,0.0,1.0,83,74,80,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/hkgAAOSw3i9fBn9-/$_27.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/E7gAAOSwwcVfBn9u/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/CzkAAOSwg-1fBn9q/$_2.JPG
20,"
                            HouseApt
                        ","Brunswick Ave, Toronto, ON M5S 2M4, Canada",Apartment,2890.0,2.5,1,43.66311719999999,-79.40608879999999,1.0,1.0,1.0,0.0,1.0,0,0.0,"1,000",0.0,1.0,93,99,10,https://i.ebayimg.com/00/s/NzEwWDgwMA==/z/T8gAAOSwJuFe-6KM/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/mzYAAOSwsc5e-6KP/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/S6IAAOSwyHFe-6KI/$_2.JPG
21,"
                            1 bedroom + Den in Etobicoke for Rent
                        ","346 The West Mall, Etobicoke, ON M9C 1E5, Canada",Apartment,1800.0,1 + Den,1,43.6382718,-79.5649536,1.0,1.0,1.0,1.0,1.0,2,1.0,850,1.0,1.0,66,66,69,,,
22,"
                            One bedroom Basement Apartment North york, Toronto
                        ","252 Willowdale Ave, North York, ON M2N 4Z7, Canada",Basement,1350.0,1,1,43.77095,-79.40292989999999,0.0,0.0,0.0,1.0,1.0,1,0.0,750,1.0,1.0,61,78,51,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/4gAAAOSw2Vpe-2Ye/$_27.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/UkwAAOSw5LBe-2Wq/$_2.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/NiUAAOSwI7Ze-2Yi/$_2.JPG
23,"
                            1 bedroom apartment at Sheppard West Station
                        ","Wilmington Ave, North York, ON M3H 5H7, Canada",Apartment,1250.0,1,1,43.7534533,-79.4528291,1.0,1.0,1.0,1.0,1.0,1,0.0,430,1.0,1.0,52,77,47,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/UPAAAOSwRUpe4BJ0/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/ja4AAOSw7t9e4BKJ/$_2.JPG,https://i.ebayimg.com/00/s/NTQwWDgwMA==/z/hvEAAOSwURNe4BKj/$_2.JPG
24,"
                            1 +1 Apartment in One of the best building , Northyork
                        ","29 Singer Crt, North York M2K0B3 ON",Condo,2100.0,1.5,1,43.7690944,-79.3686871,0.0,1.0,1.0,1.0,1.0,1,1.0,600,0.0,1.0,51,70,69,https://i.ebayimg.com/00/s/MzYwWDQ4MA==/z/kpcAAOSwEHNfBhCs/$_27.JPG,https://i.ebayimg.com/00/s/MzYwWDQ4MA==/z/AxMAAOSwcn9fBhCt/$_2.JPG,https://i.ebayimg.com/00/s/Mzg5WDgwMA==/z/hdEAAOSwhw9fBhCv/$_2.JPG
25,"
                            St Clair / Bathurst
                        ","14 Arlington Ave, Toronto, ON M6G 3K8, Canada",Apartment,2350.0,2,1,43.6779083,-79.4277769,0.0,0.0,1.0,1.0,1.0,0,0.0,950,0.0,1.0,64,83,86,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/zrYAAOSwMnde-5sl/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/SHYAAOSwMste-5Kf/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/bEsAAOSwCdRe-5Kb/$_2.JPG
26,"
                            Renovated bachelor unit, Church and Wellesley
                        ","54/56 Maitland Street, Toronto, ON, M4Y 1C9",Apartment,1400.0,1,1,43.64856,-79.38533,0.0,1.0,1.0,1.0,0.0,0,0.0,303,0.0,0.0,99,10,94,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/IuwAAOSwCi5e7IBI/$_27.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/KV8AAOSw0sVe7IBK/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/UiMAAOSwtVde7IBK/$_2.JPG
27,"
                            Bright Dry Modern Basement W Garden, and  In-Floor Heating
                        ","349 Lauder Ave, York, ON M6E 3H7, Canada",Apartment,1550.0,1,1,43.6850177,-79.4420648,0.0,0.0,1.0,1.0,1.0,0,0.0,650,0.0,0.0,65,77,74,http://img.youtube.com/vi/sfOQjDdWH4c/0.jpg,https://i.ebayimg.com/00/s/NDc4WDY0MA==/z/4UoAAOSwMwhe2w2R/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDU5OA==/z/ILMAAOSwdeNe2w8y/$_2.JPG
28,"
                            NEW RENO!! FULLY FURNISHED EXECUTIVE 1 BDRM AT AVENUE/EGLINTON
                        ","1112 Avenue Rd, Toronto, ON M5N 2E3, Canada",Apartment,1795.0,1,1,43.7083304,-79.4106476,1.0,1.0,1.0,1.0,1.0,0,0.0,650,1.0,1.0,76,82,70,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/KMgAAOSwKWVea7vP/$_27.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/bEEAAOSw4tJea7va/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/Jo0AAOSws9xea7vg/$_2.JPG
