title,ad_url,address,unit_type,Price,Bedrooms,Bathrooms,Lat,Lon,Hydro Inc.,Heat Inc.,Water Inc.,Laundry Inc.,Yard Inc.,Parking Inc.,Gym Inc.,SQFT,Furnished,Air Conditioning,Walk Score,Transit Score,Bike Score,img_1,"img_2""",img_3
"
                            LARGE 1 bedroom - 645 sq ft - Bay Street -410  MOVE IN IMMEDIATE
                        ",#N/A,"925 Bay Street, Toronto, ON, M5S 3L4",Apartment,2306,1,1,43.6641656,-79.3867054,0,1,0,1,1,0,1,645,0,1,98,95,75,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/w8AAAOSw0rVe5JbB/$_27.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/u70AAOSweRVe5JbA/$_2.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/fmEAAOSw3hBe5JbB/$_2.JPG
"
                            2B2B - MID AUGUST MOVE IN - 2304 -BAY AND WELLESLEY
                        ",#N/A,"925 Bay Street, Toronto, ON, M5S 3L4",Apartment,2560,2,2,43.6641656,-79.3867054,0,1,1,1,1,0,1,745,0,1,98,95,75,https://i.ebayimg.com/00/s/MTYwMFgxMjMx/z/flAAAOSwmCZe5JbA/$_27.JPG,https://i.ebayimg.com/00/s/OTAwWDE2MDA=/z/nyEAAOSwsrBe5JbG/$_2.JPG,https://i.ebayimg.com/00/s/OTAwWDE2MDA=/z/9-sAAOSww2he5JbG/$_2.JPG
"
                            2 Bedroom + DEN - Almost like a 3BEDROOM -607- Bay and Wellesley
                        ",#N/A,"925 Bay Street, Toronto, ON, M5S 3L4",Apartment,3450,2.5,2,43.6641656,-79.3867054,0,1,1,1,0,0,1,1125,0,1,98,95,75,https://i.ebayimg.com/00/s/MTYwMFgxMjE5/z/ID8AAOSw7Rde5Ja9/$_27.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/sYcAAOSwWXNe5Ja7/$_2.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/ds8AAOSwLmxe5Ja7/$_2.JPG
"
                            2B2B - High Floor - 3003 - Bay Street/ Wellesley
                        ",#N/A,"925 Bay Street, Toronto, ON, M5S 3L4",Apartment,2725,2,2,43.6641656,-79.3867054,0,1,0,1,1,0,1,818,0,1,98,95,75,https://i.ebayimg.com/00/s/MTYwMFgxMjc3/z/49UAAOSwW1Fe5Ja7/$_27.JPG,https://i.ebayimg.com/00/s/MTgwWDE4MA==/z/rdkAAOSwoZle5Ja5/$_2.JPG,https://i.ebayimg.com/00/s/MTUwMFgxMjAw/z/uGsAAOSwyB9e5Ja8/$_2.JPG
"
                            2Bedroom 2 Bath Unit on Bay Street - 1001- 886 SQ FT
                        ",#N/A,"925 Bay Street, Toronto, ON, M5S 3L4",Apartment,2862,2,2,43.6641656,-79.3867054,0,1,1,1,1,0,1,886,0,1,98,95,75,https://i.ebayimg.com/00/s/MTYwMFgxMjMw/z/WccAAOSw8nte5Ja7/$_27.JPG,https://i.ebayimg.com/00/s/MTA2NlgxNjAw/z/Fe8AAOSwnv9e5Ja6/$_2.JPG,https://i.ebayimg.com/00/s/MTA2NlgxNjAw/z/spcAAOSwhCle5Ja8/$_2.JPG
"
                            Jane & Lawrence Large Bright 1 BR Basement Apartment for rent
                        ",#N/A,"188 Wright Ave, M9N 3Z2, Toronto (York), ON",Basement,1350,1,1,43.7002806,-79.5062923,0,0,0,1,1,0,0,750,0,1,72,81,52,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/BdkAAOSwue1fC7ir/$_27.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/fQoAAOSwEKxfC7jA/$_2.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/ik0AAOSw8OVfC7j~/$_2.JPG
"
                            GOOD TENANT BUT HAVE LOW CREDIT
                        ",#N/A,", scarborough M1B 0A9 ON, Canada",Apartment,2099,1,1,43.8075064,-79.1797191,0,1,1,1,1,1,1,700,0,1,15,59,53,,,
"
                            SECURE AN APARTMENT WITH LOW CREDIT AND REMAIN STRESS-FREE
                        ",#N/A,", scarborough M1B 1A1 ON, Canada",Apartment,2041,1,1,43.7972624,-79.2273163,0,1,1,1,1,1,1,700,0,1,59,68,33,,,
"
                            Second Floor One Bed Room Apartment $1380
                        ",#N/A,"385 Albion Rd, Etobicoke, ON M9W 3P4, Canada",Apartment,1480,1,1,43.7256315,-79.5515348,0,1,1,0,0,1,0,600,0,1,35,64,58,https://i.ebayimg.com/00/s/ODAwWDgwMA==/z/XlkAAOSwowJfC7aM/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDgwMA==/z/KXwAAOSwuCdfC7ab/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDgwMA==/z/1ZsAAOSwmHRfC7an/$_2.JPG
"
                            Avenue Road and St.clair 1 Bed 1 Bath 750 Sq Ft Large Balcony
                        ",#N/A,"484 Avenue Rd, Toronto, ON M4V 2J4, Canada",Apartment,1900,1,1,43.687363,-79.4021659,0,1,1,1,1,0,0,750,0,0,80,83,64,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/HdMAAOSwJ6tfC7Yg/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/ksAAAOSwHlVfC7Yj/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/rroAAOSweQVfC7Yn/$_2.JPG
"
                            ►►► 3 BR FRESHLY RENO’ed UNIT by the lake-Avail. now►►►
                        ",#N/A,"Lakeshore Blvd West/ Kipling Ave, Canada",Apartment,2299,3,1,43.5982045,-79.5169695,0,0,0,1,1,0,0,1500,0,1,68,65,79,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/dLMAAOSwHnxfC6m0/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/MRIAAOSwz~BfC6m2/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/RMAAAOSwG7FfC6m4/$_2.JPG
"
                            Large 2 Bdrm+Dufferin Subway/Mall - Avail Sep1
                        ",#N/A,", Toronto M6H 4B7 ON, Canada",Apartment,1925,2,1,43.6641979,-79.4368082,1,1,1,1,1,0,0,850,0,1,82,85,80,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/oggAAOSwNGxfC6mV/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/tTgAAOSwkyRfC6md/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/SQEAAOSwoGpfC6mf/$_2.JPG
"
                            ►►► 1 BR Appartment by the lake-Avail. August 1 ►►►
                        ",#N/A,"Lakeshore Blvd West/ Kipling Ave, Canada",Apartment,1625,1,1,43.5982045,-79.5169695,0,0,0,1,1,0,0,850,0,1,68,65,79,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/2VwAAOSwJyJfC6g6/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/yKIAAOSwYv5fC6g9/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/1cYAAOSwBbtfC6hB/$_2.JPG
"
                            COLLEGE/YONGE!!! NYC Brownstone!!! Heart of the City!!!
                        ",#N/A,"Sheard Street, M5B 1T1, Toronto, ON",Apartment,3750,4,2,43.6602923,-79.382021,1,1,1,1,1,0,0,3000,0,0,99,95,96,https://i.ebayimg.com/00/s/NDgwWDM2MA==/z/aYgAAOSwufRfC6h5/$_27.JPG,https://i.ebayimg.com/00/s/MjgwWDQzMQ==/z/1qkAAOSwzTtfC6h7/$_2.JPG,https://i.ebayimg.com/00/s/NDA4WDMwNg==/z/aF0AAOSwGGVfC6h9/$_2.JPG
"
                            5 bedrooms, only 2950 $, near TTC, subway, downtown, 4/3/2 br
                        ",#N/A,"10 Eddystone Ave, North York, ON M3N 2T2, Canada",Apartment,2950,5,2,43.7494371,-79.5168481,0,1,1,1,1,1,0,1200,0,0,52,69,66,https://i.ebayimg.com/00/s/NTA2WDY3Mg==/z/C2wAAOSwiwpfC6eA/$_27.JPG,https://i.ebayimg.com/00/s/NTA3WDY3Mw==/z/2VkAAOSw9GRfC6eK/$_2.JPG,https://i.ebayimg.com/00/s/NTA2WDY3MA==/z/Zy8AAOSwZYlfC6eV/$_2.JPG
"
                            STUDIO/BACHELOR available located in heart of downtown Toronto
                        ",#N/A,", Toronto m5g 0b2 ON, Canada",Apartment,1925,1,1,43.6551421,-79.3838222,0,0,0,1,1,0,1,415,1,1,99,99,75,https://i.ebayimg.com/00/s/NDIzWDQyNQ==/z/5nYAAOSwV4RfC6Vw/$_27.JPG,https://i.ebayimg.com/00/s/NDIyWDQxNg==/z/49IAAOSwbu1fC6WL/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/g2QAAOSwGQNfC6UN/$_2.JPG
"
                            BEACONSFIELD VILLAGE 3 BEDROOM WITH BACKYARD 1ST FLOOR
                        ",#N/A,"151 Dovercourt Rd, Toronto, ON M6J 3C5, Canada",Apartment,2850,3,1,43.6452796,-79.4227916,0,0,1,0,1,0,0,1100,0,0,84,88,87,https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/LckAAOSwz~BfC6Md/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/QGoAAOSwrVpfC6P7/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/aegAAOSwDH1fC6Qa/$_2.JPG
"
                            Bachelor apartment in the basement
                        ",#N/A,", m2r2k5, North York, ON",Apartment,950,1,1,43.7828035,-79.438215,1,1,1,1,0,0,0,200,1,1,29,64,59,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/41IAAOSwKuxfC6Sj/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/ttwAAOSwwkVfC6Sv/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/rDYAAOSw0itfC6TF/$_2.JPG
"
                            Basement Unit 1 Bdrm @ Dufferin Mall/Subway @ Sep1
                        ",#N/A,", Toronto M6H 4B7 ON, Canada",Apartment,1250,1,1,43.6641979,-79.4368082,1,1,1,1,1,0,0,750,0,1,82,85,80,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/VfcAAOSwYDVfC6SX/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/DCYAAOSwdblfC6SZ/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/Qo4AAOSwndRfC6Sb/$_2.JPG
"
                            Spacious Main Floor 2 Bdrm @ Christie Pits & Subway @ Sep 1st
                        ",#N/A,", Toronto M6G 3B3 ON, Canada",Apartment,2345,2,1,43.6673358,-79.4195738,1,1,1,1,1,0,0,850,0,1,81,88,94,https://i.ebayimg.com/00/s/NjQwWDQyNA==/z/hosAAOSwF41fC6PE/$_27.JPG,https://i.ebayimg.com/00/s/NDI0WDY0MA==/z/5ooAAOSwovpfC6PC/$_2.JPG,https://i.ebayimg.com/00/s/NjQwWDQyNA==/z/T2QAAOSw26BfC6PG/$_2.JPG
"
                            1 BEDROOM APT (BASEMENT) IN 6 PLEX BLDG BROWNSLINE/LAKESHORE
                        ",#N/A,"Brown's Line, Toronto, ON M8W, Canada",Apartment,1490,1,1,43.6012292,-79.5450096,0,1,1,1,1,1,0,350,1,0,69,59,59,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/F2kAAOSwzlFfC51P/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/cY4AAOSwV~NfC51Z/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/7pYAAOSwFB9fC51l/$_2.JPG
"
                            Gorgeous Annex Sublet, 2 bed, 2 bath, August & September
                        ",#N/A,"175 Madison Avenue Unit 6, M5R 2S6, Toronto, ON",Apartment,3300,2,2,43.6736908,-79.40514,0,0,0,1,0,0,0,1500,0,1,92,94,75,https://i.ebayimg.com/00/s/NjAzWDgwMA==/z/Y40AAOSwGGVfC5yx/$_27.JPG,https://i.ebayimg.com/00/s/NTk2WDgwMA==/z/xogAAOSwmHRfC5y9/$_2.JPG,https://i.ebayimg.com/00/s/NjAxWDgwMA==/z/lBoAAOSwt1tfC5zX/$_2.JPG
"
                            Lovely bedroom in apartment available Aug 1st
                        ",#N/A,"1158 Weston Road, M6M4P4, Toronto, ON",Apartment,723,2,1,43.6871437,-79.4901709,1,1,1,1,0,1,0,600,1,1,53,70,55,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/ExsAAOSw8UxfC5xy/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/V6MAAOSwieFfC5xu/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/9HIAAOSwVRpfC5xg/$_2.JPG
"
                            1 BEDROOM APT IN 6 PLEX BLDG AT BROWNSLINE
                        ",#N/A,"WOODBURY ROAD, BROWNSLINE M8W 1X8 ON, Canada",Apartment,1590,1,1,43.5993108,-79.5441266,0,1,1,1,1,1,0,350,1,0,70,66,58,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/9G4AAOSwyY5fC5q3/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/~~MAAOSwWplfC5rc/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/cgUAAOSwktpfC5rh/$_2.JPG
"
                            1 BEDROOM VICTORIA PARK AND LAWRENCE
                        ",#N/A,", M1R1T3, SCARBOROUGH, ON",Apartment,1500,1,1,43.7432452,-79.3097609,0,1,0,1,1,0,0,700,0,1,76,65,56,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/GwgAAOSwS1BfC5uo/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/cTcAAOSwubtfC5ur/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/yPMAAOSw6YlfC5uv/$_2.JPG
"
                            1 Bedroom Apt near Kingston rd & St.Clair for August 1st, 2020
                        ",#N/A,"Scarborough, ON M1M 1N3, Canada",Apartment,1425,1,1,43.722065,-79.23534,0,1,1,0,0,0,0,450,0,1,74,57,60,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/cVAAAOSwHnFfC5fe/$_27.PNG,https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/D6oAAOSwRYZfC5ff/$_2.PNG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/8cYAAOSwKG1fC5fh/$_2.PNG
"
                            1 Bedroom in  Bedroom/Subway line/Quiet tree lined street
                        ",#N/A,", Toronto M4J1P8 ON, Canada",Apartment,750,2,1,43.6840227,-79.3256073,1,1,1,0,1,0,0,100,1,1,89,81,81,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/J7cAAOSwIOlfC4Zb/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/jokAAOSwkYlfC4Zl/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/PTEAAOSw3u9fC4Z2/$_2.JPG
"
                            Renovated 2 bedroom apartment College and Dovercourt
                        ",#N/A,", COLLEGE AND DOVERCOURT M6J2E1 ON, Canada",Apartment,1850,2,1,43.6536062,-79.4263898,1,1,1,1,1,0,0,650,0,1,89,81,60,https://i.ebayimg.com/00/s/NTMxWDgwMA==/z/f0IAAOSw0uxfC4Am/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/uSoAAOSw6YlfC4FI/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/odYAAOSwg7tfC4Fp/$_2.JPG
"
                            Bachelor apartment for rent
                        ",#N/A,"162 Huron St, Toronto, ON M5T 2B4, Canada",Apartment,1200,1,1,43.6571872,-79.3980959,1,1,1,1,1,0,0,200,0,0,96,97,75,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/KCYAAOSwi8ZfC4Mi/$_27.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/Up0AAOSw3i9fC4L~/$_2.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/-6AAAOSwpVxfC4MV/$_2.JPG
"
                            Spacious Leslieville 2 Bed-Parking, Utils, Deck Included
                        ",#N/A,"Winnifred Ave, Toronto, ON M4M 1K3, Canada",Apartment,2499,2,1,43.6613666,-79.3359208,1,1,1,1,1,1,0,799,0,0,84,80,99,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/~7EAAOSwalxfC4Ol/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDY0MA==/z/wU0AAOSweYlfC4Oe/$_2.JPG,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/58QAAOSwaexfC4Kt/$_2.JPG
"
                            Fully Renovated 3Br at Ellesmere and Morningside
                        ",#N/A,"80 Mornelle Court, Toronto, ON, M1E 4P8",Apartment,2395,3,1,43.7878079,-79.1974827,0,1,1,1,1,0,0,1100,0,0,29,69,33,https://i.ebayimg.com/00/s/ODU3WDEyODA=/z/kMMAAOSw-XRe4aES/$_27.JPG,https://i.ebayimg.com/00/s/ODUzWDEyODA=/z/yZQAAOSwzhle4aES/$_2.JPG,https://i.ebayimg.com/00/s/ODUwWDEyODA=/z/hTgAAOSw0~de4aER/$_2.JPG
"
                            Fully Renovated 1Br at Ellesmere and Morningside
                        ",#N/A,"80 Mornelle Court, Toronto, ON, M1E 4P8",Apartment,1795,1,1,43.7878079,-79.1974827,0,1,1,1,1,0,0,725,0,0,29,69,33,https://i.ebayimg.com/00/s/ODU3WDEyODA=/z/6bQAAOSwvpde4aEQ/$_27.JPG,https://i.ebayimg.com/00/s/ODUzWDEyODA=/z/XGsAAOSwrWZe4aEQ/$_2.JPG,https://i.ebayimg.com/00/s/ODUwWDEyODA=/z/b8sAAOSwKVhe4aEP/$_2.JPG
"
                            BEAUTIFUL 2 BD 2 BA LUXURY RENTAL IN THE HEART OF FOREST HILL!
                        ",#N/A,"310 & 320 Tweedsmuir Ave, Toronto, ON, M5P 2Y2",Apartment,3195,2,2,43.6858938,-79.4145591,0,1,1,1,1,0,1,855,0,1,84,85,56,https://i.ebayimg.com/00/s/NjE5WDExMDA=/z/~2UAAOSw8ile4-Cb/$_27.JPG,https://i.ebayimg.com/00/s/NjE5WDExMDA=/z/ztgAAOSwyP5e4-Cb/$_2.JPG,https://i.ebayimg.com/00/s/NjE5WDExMDA=/z/b94AAOSw6xxe4-Cb/$_2.JPG
"
                            1 Bed + DEN! Bright Luxury Rental - 27th Floor! Amazing Views!
                        ",#N/A,"310 & 320 Tweedsmuir Ave, Toronto, ON, M5P 2Y2",Apartment,2395,1.5,1,43.6858938,-79.4145591,0,1,1,1,0,0,1,620,0,1,84,85,56,https://i.ebayimg.com/00/s/NjE5WDExMDA=/z/CBIAAOSweYlfCMl6/$_27.JPG,https://i.ebayimg.com/00/s/NjE5WDExMDA=/z/vmEAAOSwUd9fCMl7/$_2.JPG,https://i.ebayimg.com/00/s/NjE5WDExMDA=/z/RpAAAOSwH4BfCMl3/$_2.JPG
"
                            Spacious & Bright Luxury Rental in the Heart Forest Hill! HUGE!
                        ",#N/A,"310 & 320 Tweedsmuir Ave, Toronto, ON, M5P 2Y2",Apartment,4200,2,2,43.6858938,-79.4145591,0,1,1,1,0,0,1,1457,0,1,84,85,56,http://img.youtube.com/vi/https://vimeo.com/428203216/abeca7a408/0.jpg,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/h9gAAOSw9uRfBMjF/$_2.JPG,https://i.ebayimg.com/00/s/NjE5WDExMDA=/z/Ri0AAOSwQE9fBMjE/$_2.JPG
"
                            FULLY RENOVATED 2 BEDROOM APARTMENT
                        ",#N/A,"123 Dunn Avenue, M6K 2R8, Toronto, ON",Apartment,2350,2,1,43.6355736,-79.4321334,0,1,1,1,1,0,0,825,0,0,66,85,58,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/KqcAAOSwTltfC38i/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/Z-wAAOSwJRtfC38r/$_2.JPG,https://i.ebayimg.com/00/s/NTY2WDgwMA==/z/fo8AAOSw0uxfC38z/$_2.JPG
"
                            LARGE 2BR +den 17 KING GEORGES DR 2FL 1800SF AUG 15 available
                        ",#N/A,"17 King Georges Dr, York, ON M6M 2H1, Canada",Apartment,2200,2.5,5,43.6951824,-79.4768281,0,0,0,1,1,1,0,1800,0,1,34,68,43,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/kVoAAOSwAilfC33S/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/7ZkAAOSw8sJfC33X/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/ExsAAOSwYmJfC33h/$_2.JPG
"
                            Yonge and Eglinton, 63 Roehampton, Bach suite
                        ",#N/A,"63 Roehampton Avenue, Toronto, ON, M4P 1R1",Apartment,1525,1,1,43.7081182,-79.396487,0,0,1,1,0,0,0,380,0,1,96,91,70,https://i.ebayimg.com/00/s/MzM1WDUwMA==/z/hScAAOSw0~de4aD4/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/z6YAAOSwUjJe4aEA/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/~MUAAOSwOPVe4aEA/$_2.JPG
"
                            2 BR Apartment downtown @ King & Bathurst Utilities included
                        ",#N/A,", M6J 3S5, Toronto, ON, Canada",Apartment,2100,2,1,43.6430999,-79.4149129,1,1,1,1,0,1,0,800,0,1,90,90,62,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/QloAAOSwieFfC3uv/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/wnkAAOSwVapfC3u1/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/RTMAAOSwJPhfC3u9/$_2.JPG
"
                            Large 1 + Den in King West - $2200 / month
                        ",#N/A,"525 Richmond St W, Toronto, ON M5V 1Y4, Canada",Apartment,2200,1.5,1,43.6469085,-79.4004072,0,1,1,1,0,0,1,700,0,1,99,10,53,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/-NgAAOSwJqFfC3oo/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/dhoAAOSw00BfC3ot/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/vX0AAOSwjT5fC3ox/$_2.JPG
"
                            Private Rooftop Deck, City Views, Brand New 3 Level 3 Bed Suite
                        ",#N/A,"379 St Clarens Ave, Toronto, ON M6H 3W2, Canada",Duplex/Triplex,3665,3,2,43.6564557,-79.4404902,0,1,1,1,1,1,0,1000,0,1,75,93,66,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/xysAAOSw2i1fBe4J/$_27.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/gEQAAOSwx79e7OWg/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/k~EAAOSwMtBfBe3W/$_2.JPG
"
                            Apartment for Rent
                        ",#N/A,"14 Scarlett Rd, York, ON M6N 4K1, Canada",House,1800,2.5,1,43.6670934,-79.4998362,0,1,1,1,0,1,0,1000,0,0,42,63,62,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/SLcAAOSw8npfC45B/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/Z7sAAOSw3b9fC45C/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/hdwAAOSwD~tfC45D/$_2.JPG
"
                            New 1bedroom apartment Mimico Lakeshore
                        ",#N/A,", toronto M8V2L3 ON, Canada",Basement,1400,1,1,43.6183944,-79.4898981,1,1,0,1,0,0,0,600,0,1,62,66,87,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/66wAAOSwsh1fC43t/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/erIAAOSwTpBfC43w/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/gZcAAOSwv51fC430/$_2.JPG
"
                            Stylish Basement Apartment  - Danforth & Coxwell
                        ",#N/A,"413 Strathmore Blvd., M4C 1N6, Toronto, ON",Basement,1925,1,1,43.6849433,-79.3199066,1,1,1,1,0,0,0,700,1,1,88,82,88,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/b~0AAOSwgw9fC4kW/$_27.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/5~kAAOSwocdfC4kY/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/jeQAAOSwlVBfC4kc/$_2.JPG
"
                            Bright 9 Ft Ceiling 1Bed 1Bath Basement Apartment for Rent
                        ",#N/A,"90 Fairleigh Crescent, Toronto, ON M6C 3R9, Canada",Basement,1495,1,1,43.7020788,-79.4379018,0,0,0,1,0,0,0,900,0,1,66,83,85,https://i.ebayimg.com/00/s/NTIxWDc4Mw==/z/OAMAAOSwhbZfC4hb/$_27.JPG,https://i.ebayimg.com/00/s/NTIxWDc4Mw==/z/J-AAAOSw241fC4hd/$_2.JPG,https://i.ebayimg.com/00/s/NTIxWDc4Mw==/z/6PIAAOSwyY5fC4he/$_2.JPG
"
                            1 Bedroom in  Bedroom/Subway line/Quiet tree lined street
                        ",#N/A,", Toronto M4J1P8 ON, Canada",Apartment,750,2,1,43.6840227,-79.3256073,1,1,1,0,1,0,0,100,1,1,89,81,81,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/J7cAAOSwIOlfC4Zb/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/jokAAOSwkYlfC4Zl/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/PTEAAOSw3u9fC4Z2/$_2.JPG
"
                            2 bedroom Apartment - Queen & Ossington
                        ",#N/A,"54 Foxley St, Toronto, ON M6J 1R2, Canada",Basement,1900,2,1,43.6474065,-79.4226692,1,1,1,1,0,0,0,500,0,1,77,87,88,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/bbcAAOSwDHNfC4Zf/$_27.JPG,https://i.ebayimg.com/00/s/NTgxWDgwMA==/z/i-IAAOSwRKFfC4Zh/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/J1cAAOSwHM9fC4Zk/$_2.JPG
"
                            Beautiful Basement Apartment - Bathurst & Lawrence
                        ",#N/A,"29 Brookview Dr, North York, ON M6A 2K4, Canada",Basement,1350,1.5,1,43.720069,-79.4362587,1,1,1,1,0,1,0,450,0,1,59,81,64,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/AREAAOSw~9lfC4V9/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/3eYAAOSwGHdfC4WA/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/VhoAAOSw4IRfC4WC/$_2.JPG
"
                            1 Bedroom Top Floor Apartment in Junction Triangle
                        ",#N/A,"18 Symington Ave, Toronto, ON M6P 3W1, Canada",Duplex/Triplex,2250,1,1,43.6579511,-79.4482239,1,1,1,1,1,1,0,700,0,1,91,98,94,http://img.youtube.com/vi/hVW724NxPKo/0.jpg,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/QzcAAOSwTrFfC4OH/$_2.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/w3gAAOSwAClfC4OP/$_2.JPG
